tick,population,births,deaths,moves,absorptions,mean_internal_energy
1,20,0,0,0,0,24.363285220088525
2,20,0,0,1,0,27.804740256924042
3,20,0,0,1,0,30.378940762124007
4,20,0,0,0,0,32.57314335025569
5,20,0,0,0,0,33.81411436490792
6,20,0,0,0,0,34.76411436490792
7,20,0,0,1,0,35.61411436490793
8,20,0,0,0,0,36.764114364907925
9,20,0,0,0,0,37.914114364907924
10,20,0,0,1,0,38.872104142012304
11,20,0,0,0,0,40.02210414201231
12,20,0,0,0,0,41.17210414201231
13,20,0,0,1,0,42.02210414201231
14,20,0,0,0,0,43.172104142012316
15,20,0,0,0,0,44.12210414201232
16,20,0,0,0,0,45.07210414201232
17,21,1,0,0,1,44.21152775429745
18,21,0,0,1,1,45.018670611440314
19,21,0,0,0,1,46.111527754297455
20,21,0,0,0,1,47.204384897154604
21,21,0,0,2,1,48.106765849535556
22,21,0,0,0,1,49.580575373345084
23,21,0,0,0,1,50.95620216726112
24,21,0,0,0,1,52.23953550059446
25,21,0,0,0,1,53.522868833927795
26,21,0,0,0,1,54.80620216726113
27,21,0,0,0,1,55.89568909519327
28,21,0,0,1,1,56.70283195233613
29,20,0,1,0,1,60.68638169192392
30,20,0,0,1,0,61.73638169192393
31,20,0,0,0,0,63.08638169192393
32,20,0,0,0,0,64.43638169192393
33,20,0,0,0,0,65.78638169192394
34,20,0,0,0,0,67.13638169192394
35,20,0,0,0,0,68.48638169192394
36,20,0,0,0,0,69.83638169192395
37,20,0,0,0,0,71.18638169192394
38,20,0,0,0,0,72.53638169192395
39,20,0,0,0,0,73.7321638659794
40,20,0,0,0,0,74.88216386597941
41,20,0,0,0,0,76.03216386597941
42,20,0,0,1,0,76.88216386597942
43,20,0,0,0,0,78.03216386597941
44,20,0,0,1,0,79.08216386597942
45,20,0,0,0,0,80.43216386597942
46,20,0,0,0,0,81.78216386597943
47,20,0,0,0,0,83.13216386597944
48,20,0,0,0,0,84.48216386597943
49,20,0,0,1,0,85.73216386597943
50,20,0,0,0,0,87.28216386597944
51,20,0,0,1,0,88.53216386597944
52,20,0,0,1,0,89.78216386597944
53,20,0,0,0,0,91.33216386597944
54,20,0,0,1,0,92.78216386597944
55,20,0,0,0,0,94.53216386597946
56,20,0,0,0,0,96.28216386597946
57,20,0,0,0,0,97.88216386597945
58,21,1,0,1,1,94.98301320569472
59,21,0,0,0,1,96.64729891998043
60,21,0,0,0,1,98.31158463426614
61,21,0,0,0,1,99.97587034855187
62,21,0,0,0,1,101.64015606283758
63,21,0,0,1,1,103.2092036818852
64,21,0,0,1,1,104.82587034855186
65,21,0,0,0,1,106.53777511045662
66,21,0,0,1,1,108.10682272950424
67,21,0,0,0,1,109.818727491409
68,21,0,0,0,1,111.4830132056947
69,21,0,0,0,1,113.14729891998043
70,20,0,1,0,1,120.55307200795043
71,20,0,0,0,0,122.15307200795044
72,20,0,0,0,0,123.70307200795041
73,20,0,0,0,0,125.25307200795041
74,20,0,0,1,0,126.50307200795041
75,20,0,0,0,0,128.05307200795042
76,21,1,0,1,1,123.5743542932861
77,21,0,0,1,1,125.04816381709563
78,21,0,0,0,1,126.52197334090516
79,22,1,0,0,2,122.54142909813673
80,22,0,0,1,2,123.85506546177311
81,22,0,0,0,2,125.25961091631854
82,22,0,0,1,2,126.34597455268218
83,22,0,0,1,1,127.65961091631853
84,22,0,0,0,1,129.24597455268216
85,23,1,0,0,2,125.49180174604382
86,23,0,0,0,2,127.00701913734817
87,23,0,0,1,2,128.21788870256555
88,23,0,0,0,2,129.55919305039163
89,23,0,0,0,2,130.77006261560902
90,23,0,0,1,1,131.8939756590873
91,22,0,1,1,1,139.2468001362921
92,22,0,0,1,0,140.78770922720122
93,22,0,0,2,0,142.10134559083755
94,22,0,0,1,0,143.64225468174664
95,22,0,0,0,0,145.41043649992847
96,22,0,0,0,0,147.0422546817466
97,22,0,0,0,0,148.67407286356482
98,22,0,0,0,0,150.30589104538296
99,22,0,0,0,0,151.93770922720117
100,22,0,0,1,0,153.3422546817466
101,23,1,0,0,1,148.5838957825402
102,23,0,0,0,1,150.14259143471412
103,23,0,0,1,1,151.44041752167064
104,23,0,0,0,1,152.99911317384453
105,23,0,0,1,1,154.38389578254018
106,23,0,0,0,1,155.72520013036626
107,24,1,0,1,2,150.68873345826765
108,24,0,0,1,2,151.97206679160098
109,24,0,0,1,2,153.42206679160097
110,24,0,0,1,2,155.03873345826764
111,24,0,0,0,2,156.9054001249343
112,24,0,0,0,2,158.77206679160096
113,23,0,1,0,2,167.62381590599313
114,22,0,1,1,0,177.25123471762916
115,22,0,0,0,0,179.29214380853827
116,22,0,0,0,0,181.1966892630837
117,22,0,0,0,0,183.0557801721746
118,22,0,0,0,0,184.77850744490186
119,22,0,0,0,0,186.45578017217457
120,23,1,0,0,1,180.17074625164526
121,23,0,0,0,1,181.46857233860175
122,23,0,0,0,1,182.59248538207999
123,23,0,0,0,1,183.54248538208
124,23,0,0,1,1,184.3620505994713
125,23,0,0,0,1,185.44248538207995
126,23,0,0,1,0,186.47944190381912
127,23,0,0,0,0,187.7772679907756
128,23,0,0,0,0,189.0750940777321
129,23,0,0,0,0,190.37292016468865
130,23,0,0,0,0,191.67074625164514
131,23,0,0,0,0,192.9685723386017
132,23,0,0,0,0,194.26639842555818
133,23,0,0,0,0,195.56422451251467
134,23,0,0,1,0,196.7750940777321
135,23,0,0,0,0,198.24683320816683
136,23,0,0,0,0,199.7185723386016
137,23,0,0,1,0,200.97292016468856
138,23,0,0,2,0,202.27074625164508
139,23,0,0,1,0,203.87292016468854
140,23,0,0,0,0,205.69248538207984
141,23,0,0,0,0,207.51205059947114
142,23,0,0,2,0,209.15770277338416
143,23,0,0,1,0,211.23813755599286
144,23,0,0,0,0,213.57944190381892
145,23,0,0,0,0,215.92074625164503
146,23,0,0,0,0,218.26205059947108
147,23,0,0,2,0,220.12509407773194
148,23,0,0,1,0,222.3794419038189
149,23,0,0,0,0,224.8077027733841
150,23,0,0,1,0,226.75770277338407
151,23,0,0,2,0,228.49031146903627
152,23,0,0,0,0,230.65770277338407
153,23,0,0,0,0,232.82509407773188
154,23,0,0,0,0,234.9924853820797
155,23,0,0,0,0,237.02944190381882
156,23,0,0,1,0,238.80552886034053
157,23,0,0,0,0,240.7990071212101
158,23,0,0,1,0,242.70552886034054
159,23,0,0,0,0,244.87292016468837
160,24,1,0,0,1,236.95529849115965
161,24,0,0,1,1,238.86363182449296
162,24,0,0,0,1,240.60529849115963
163,24,0,0,1,1,241.888631824493
164,24,0,0,0,1,243.1719651578263
165,24,0,0,0,1,244.37196515782628
166,24,0,0,1,1,245.48863182449293
167,24,0,0,0,1,246.8552984911596
168,24,0,0,0,1,248.1386318244929
169,24,0,0,0,1,249.21363182449292
170,24,0,0,0,1,250.24696515782622
171,24,0,0,0,1,251.28029849115956
172,24,0,0,1,1,252.23029849115952
173,24,0,0,0,1,253.43029849115953
174,23,0,1,0,1,265.7026805402392
175,23,0,0,1,0,266.870071844587
176,23,0,0,0,0,268.1678979315435
177,23,0,0,0,0,269.4222457576305
178,23,0,0,0,0,270.6765935837174
179,23,0,0,0,0,271.93094140980435
180,24,1,0,0,1,262.13590218439583
181,24,0,0,0,1,263.3359021843958
182,24,0,0,0,1,264.3692355177291
183,25,1,0,0,2,255.10646609702
184,25,0,0,2,1,255.89646609701998
185,25,0,0,1,1,256.84646609701997
186,25,0,0,0,1,258.03646609701997
187,25,0,0,1,0,259.18646609701995
188,25,0,0,1,0,260.4964660970199
189,25,0,0,1,0,261.9664660970199
190,25,0,0,0,0,263.6764660970199
191,25,0,0,1,0,265.3064660970199
192,26,1,0,0,1,257.2081404779037
193,26,0,0,0,1,259.19660201636526
194,26,0,0,0,1,261.1850635548268
195,26,0,0,1,2,263.09660201636524
196,27,1,0,0,3,255.71154268242577
197,27,0,0,0,4,257.62450564538875
198,27,0,0,1,4,258.6856167564998
199,27,0,0,0,4,259.9319130527961
200,27,0,0,1,2,261.14117231205535
201,27,0,0,0,2,262.4615426824258
202,27,0,0,0,2,263.63376490464793
203,27,0,0,0,2,264.76895008983314
204,27,0,0,0,2,265.9041352750183
205,26,0,1,0,2,277.31048812331505
206,26,0,0,1,1,278.26048812331504
207,26,0,0,0,1,279.4412573540843
208,26,0,0,2,1,280.46818043100734
209,26,0,0,1,1,281.72587273869965
210,26,0,0,1,1,283.1374112002381
211,26,0,0,0,1,284.77971889254576
212,25,0,1,1,2,297.6399040570127
213,25,0,0,1,1,299.0699040570127
214,25,0,0,0,1,300.73990405701267
215,25,0,0,0,1,302.4099040570127
216,25,0,0,1,1,303.99990405701266
217,25,0,0,0,1,305.82990405701264
218,25,0,0,3,1,307.0999040570126
219,25,0,0,0,1,309.08990405701263
220,25,0,0,0,1,311.0799040570126
221,25,0,0,0,1,312.9499040570126
222,25,0,0,1,1,314.4199040570126
223,25,0,0,0,1,316.0899040570126
224,25,0,0,0,1,317.7599040570126
225,25,0,0,0,1,319.42990405701255
226,24,0,1,0,1,334.31334891407374
227,24,0,0,0,0,335.72168224740705
228,24,0,0,0,0,337.13001558074035
229,24,0,0,1,0,338.4550155807404
230,24,0,0,0,0,340.0300155807403
231,25,1,0,1,1,327.78081495751076
232,25,0,0,0,1,328.97081495751075
233,25,0,0,1,1,330.0808149575107
234,25,0,0,0,1,331.4308149575107
235,26,1,0,1,2,320.2123220745295
236,26,0,0,1,2,321.58539899760643
237,26,0,0,0,2,323.18924515145255
238,26,0,0,1,2,324.7546297668372
239,26,0,0,4,1,326.08924515145253
240,26,0,0,1,1,328.30847592068335
241,26,0,0,0,1,330.5661682283756
242,26,0,0,0,1,332.70847592068327
243,26,1,1,4,1,334.8902431096624
244,26,0,0,0,1,337.34024310966237
245,26,0,0,0,1,339.7517815712008
246,26,0,0,1,1,341.81716618658544
247,26,0,0,2,1,343.9594738788931
248,26,0,0,0,1,346.2940892635085
249,26,0,0,0,1,348.4748584942777
250,26,0,0,0,1,350.5787046481239
251,26,0,0,1,1,352.33639695581616
252,26,0,0,0,1,353.9787046481239
253,26,0,0,0,1,355.5056277250469
254,26,0,0,1,1,356.95562772504695
255,25,0,1,1,1,372.9025793476256
256,27,2,0,1,2,347.3449808774311
257,27,0,0,0,2,348.96164754409773
258,27,0,0,1,2,350.5042401366903
259,27,0,0,0,2,352.2690549515051
260,27,0,0,1,2,353.84868458113476
261,27,0,0,0,2,355.61349939594953
262,27,0,0,1,2,357.30424013669034
263,27,0,0,0,2,359.21720309965326
264,27,0,0,1,2,360.7968327292829
265,27,0,0,1,1,362.5246105070607
266,27,0,0,0,1,364.4746105070607
267,27,0,0,0,1,366.3875734700236
268,26,0,1,0,1,382.2358710203868
269,26,0,0,1,0,383.7627940973099
270,26,0,0,1,0,385.40510178961756
271,26,0,0,0,0,387.1627940973099
272,26,0,0,1,0,388.65125563577146
273,27,1,0,0,1,376.09750542703915
274,28,1,0,0,2,364.40295166178777
275,28,0,0,1,2,365.7815230903592
276,28,0,0,0,2,367.37438023321636
277,28,0,0,1,2,368.8958088046449
278,28,0,0,0,2,370.5243802332163
279,28,0,0,0,2,372.11723737607343
280,28,0,0,0,2,373.7100945189306
281,28,0,0,0,2,375.30295166178774
282,28,0,0,0,2,376.78866594750207
283,29,1,0,1,3,365.16147057000194
284,29,0,0,1,3,366.3528498803468
285,28,0,1,2,3,380.7428860489099
286,27,0,1,0,3,396.4599619336628
287,27,0,0,0,2,398.0766286003295
288,27,0,0,2,2,399.43403600773695
289,27,0,0,1,2,401.12477674847764
290,27,0,0,1,2,402.7414434151443
291,27,0,0,0,2,404.5062582299592
292,27,0,0,1,2,406.1969989706999
293,27,0,0,0,2,408.1099619336629
294,27,0,0,0,2,410.02292489662585
295,26,0,1,0,2,427.78027442493527
296,26,0,0,2,1,429.6148898095507
297,26,0,0,0,1,431.79565904031995
298,26,0,0,0,1,433.82258211724303
299,26,0,0,0,1,435.8110436557045
300,27,1,0,0,2,421.88100500178956
301,28,1,0,0,3,408.7298976802971
302,28,0,0,1,3,410.28704053743996
303,28,0,0,0,3,411.73704053743995
304,29,1,0,1,4,398.973694312011
305,29,0,0,0,4,400.3374874154593
306,29,0,0,0,4,401.70128051890754
307,28,0,1,1,3,417.4246694415254
308,28,0,0,0,2,419.01752658438255
309,28,0,0,1,1,420.3603837272397
310,28,0,0,0,1,421.70324087009686
311,28,0,0,1,0,423.0103837272397
312,28,0,0,1,0,424.42466944152545
313,28,0,0,1,0,425.87466944152544
314,29,1,0,0,1,413.072094633197
315,29,0,0,0,1,414.8496808400936
316,29,0,0,2,1,416.48933601250735
317,29,0,0,1,1,418.370370495266
318,29,0,0,0,1,420.18243946078326
319,29,0,0,1,2,421.8565773918177
320,29,0,0,0,2,423.73761187457643
321,29,0,0,1,2,425.515198081473
322,29,0,0,1,2,427.016922219404
323,30,1,0,1,3,414.63469147875725
324,30,0,0,0,3,416.3513581454239
325,30,0,0,0,3,417.9013581454239
326,30,0,0,0,3,419.31802481209064
327,30,0,0,0,3,420.70135814542397
328,30,0,0,1,3,421.9846914787573
329,30,0,0,1,3,423.201358145424
330,29,0,1,1,2,439.19170671841346
331,29,0,0,0,1,440.7968791322065
332,29,0,0,0,1,442.40205154599965
333,28,0,1,1,1,459.65070855396306
334,28,0,0,0,0,461.20785141110593
335,28,0,0,0,0,462.72927998253454
336,28,0,0,1,1,464.0721371253917
337,28,0,0,0,1,465.41499426824885
338,28,0,0,0,1,466.757851411106
339,28,0,0,1,2,468.02927998253466
340,29,1,0,1,3,453.35930481072313
341,29,0,0,0,3,454.7575806727921
342,29,0,0,0,3,455.98344274175764
343,29,0,0,0,3,457.1058565348611
344,29,0,0,0,3,458.2282703279646
345,29,0,0,1,3,459.2817186038266
346,29,0,0,0,3,460.4386151555508
347,29,0,0,2,2,461.31964963830944
348,29,0,0,1,2,462.51102894865426
349,29,0,0,1,2,463.7368910176198
350,29,0,0,1,2,464.9972358452061
351,29,0,0,1,2,466.3610289486544
352,28,0,1,2,1,484.39421436965705
353,28,0,0,1,0,486.1299286553713
354,29,1,0,1,1,471.45648283966887
355,29,0,0,2,0,473.3720000810482
356,29,0,0,0,0,475.7013104258759
357,29,0,0,1,0,477.92717249484133
358,29,0,0,0,0,480.256482839669
359,30,1,0,0,1,466.76626674501335
360,30,0,0,1,1,468.71626674501334
361,30,0,0,0,1,470.8329334116801
362,30,0,0,0,1,472.8496000783468
363,30,0,0,2,2,474.5996000783468
364,30,0,0,0,2,476.5496000783468
365,30,0,0,0,2,478.2996000783468
366,30,0,0,0,2,479.88293341168014
367,30,0,0,0,2,481.33293341168024
368,30,0,0,0,2,482.6496000783469
369,31,1,0,0,3,468.58025814033573
370,31,0,0,1,3,469.6270323338842
371,30,0,1,1,3,486.5302055063276
372,30,0,0,0,2,487.813538839661
373,30,0,0,2,1,488.89687217299434
374,30,0,0,1,1,490.213538839661
375,30,0,0,1,1,491.5968721729944
376,30,0,0,1,1,492.9802055063277
377,30,0,0,2,1,494.2968721729945
378,30,0,0,0,1,496.0135388396611
379,30,0,0,0,1,497.7302055063279
380,29,0,1,2,1,516.2555296423515
381,29,0,0,0,0,518.033115849248
382,29,0,0,1,0,519.7072537802825
383,29,0,0,0,0,521.4848399871792
384,29,0,0,0,0,523.2624261940757
385,29,0,0,0,0,525.0400124009723
386,29,0,0,0,0,526.7141503320069
387,29,0,0,0,0,528.3538055044206
388,29,0,0,0,0,529.8900124009723
389,29,0,0,0,0,531.2882882630413
390,29,0,0,0,0,532.5486330906276
391,29,0,0,0,0,533.7744951595931
392,29,0,0,0,0,535.0003572285588
393,29,0,0,1,0,536.0538055044208
394,29,0,0,0,0,537.2796675733864
395,29,0,0,1,0,538.3331158492484
396,29,0,0,0,0,539.558977918214
397,29,0,0,0,0,540.7848399871796
398,29,0,0,0,0,542.0107020561452
399,29,0,0,0,0,543.2365641251106
400,29,0,0,1,0,544.255529642352
401,29,0,0,1,0,545.4124261940763
402,29,0,0,1,0,546.7072537802832
403,30,1,0,0,1,530.2020119876071
404,30,0,0,1,1,531.5853453209405
405,30,0,0,1,1,532.9686786542738
406,30,0,0,1,1,534.3853453209406
407,30,0,0,0,1,535.9686786542738
408,30,0,0,0,1,537.5520119876072
409,30,0,0,1,1,539.068678654274
410,30,0,0,0,1,540.7853453209407
411,30,0,0,0,1,542.5020119876074
412,30,0,0,0,1,544.2186786542741
413,31,1,0,1,2,528.421301923491
414,31,0,0,0,2,529.9842051492975
415,30,0,1,1,2,548.9326174155882
416,30,0,0,1,1,550.3159507489215
417,30,0,0,0,1,551.8992840822549
418,30,0,0,2,1,553.3492840822548
419,30,0,0,2,0,554.8659507489216
420,30,0,0,0,0,556.7492840822549
421,30,0,0,1,0,558.5659507489216
422,31,1,0,0,1,542.7573716925048
423,32,1,0,3,2,527.622766327114
424,32,0,0,0,2,529.7602663271141
425,32,0,0,1,2,531.8352663271141
426,32,0,0,0,2,534.0040163271142
427,32,0,0,0,2,536.1415163271142
428,32,0,0,1,2,538.1227663271143
429,32,0,0,0,2,540.1665163271143
430,32,0,0,1,2,541.9915163271143
431,32,0,0,1,3,543.7227663271143
432,32,0,0,2,1,545.0790163271143
433,32,0,0,2,1,546.5602663271144
434,32,0,0,1,1,548.2915163271144
435,31,0,1,1,1,567.8950543647446
436,31,0,0,2,0,569.5869898486156
437,31,0,0,1,0,571.5047317840995
438,31,0,0,0,0,573.5192479131318
439,31,0,0,0,0,575.501505977648
440,31,0,0,0,0,577.4837640421641
441,31,0,0,2,0,579.1756995260351
442,31,0,0,0,0,581.0611833970029
443,31,0,0,0,0,582.9144092034545
444,33,2,0,0,2,549.8120207668816
445,33,0,0,0,2,551.4589904638513
446,33,0,0,0,2,552.9847480396088
447,34,1,0,0,3,538.4072554502086
448,34,0,0,0,3,539.7690201560911
449,34,0,0,1,3,540.8366672149145
450,34,0,0,0,3,542.0513730972675
451,34,0,0,0,3,543.2660789796205
452,34,0,0,0,3,544.4807848619735
453,34,0,0,0,3,545.6072554502089
454,34,0,0,0,3,546.527843685503
455,35,1,0,0,4,531.97847672306
456,33,0,2,0,4,565.107060938968
457,33,0,0,0,2,565.9964548783619
458,33,0,0,0,2,566.8858488177558
459,32,0,1,1,2,585.4562866820426
460,33,1,0,1,2,568.9091264795564
461,33,0,0,0,2,570.0409446613747
462,33,0,0,0,2,571.1727628431929
463,33,0,0,2,2,572.183368903799
464,35,2,0,0,4,541.2400335378677
465,36,1,0,2,5,527.4625326062602
466,36,0,0,0,5,528.9680881618158
467,35,0,1,0,5,545.6305524761368
468,35,0,0,0,4,547.1234096189941
469,35,0,0,1,4,548.3591239047084
470,35,0,0,0,4,549.7662667618513
471,35,0,0,0,4,551.1734096189941
472,34,0,1,1,4,568.7746323383592
473,34,0,0,0,3,570.3422793971829
474,34,1,1,2,3,572.0828524412078
475,34,0,0,0,3,573.7681465588549
476,33,0,1,2,3,592.467731692136
477,33,0,0,1,2,594.0237922981967
478,33,0,0,0,2,595.6707619951663
479,33,0,0,0,2,597.2874286618331
480,33,0,0,1,2,598.8434892678938
481,32,0,1,0,2,619.3505456491631
482,32,0,0,0,1,621.0505456491632
483,32,0,0,1,1,622.6567956491631
484,32,0,0,1,1,624.3880456491631
485,32,0,0,1,1,626.1505456491632
486,32,0,0,1,0,628.0380456491632
487,33,1,0,0,1,611.1702260840372
488,33,0,0,0,1,612.9687109325221
489,33,0,0,0,1,614.6459836597948
490,33,0,0,0,1,616.2020442658554
491,34,1,0,0,2,599.7946311992126
492,34,0,0,0,2,601.2740429639185
493,34,0,0,1,2,602.6063959050949
494,34,0,0,0,2,604.0858076698009
495,35,1,0,1,3,588.4347845935208
496,35,0,0,1,4,589.8419274506638
497,35,0,0,1,5,591.1062131649495
498,35,0,0,1,5,592.2562131649496
499,34,0,1,0,5,610.8598712827252
500,37,3,0,0,7,563.0685303679096
